rec_idx,키워드,수집일시,등록일,날짜구분,기업명,공고제목,직무카테고리,근무지역,경력,학력,고용형태,마감일,공고링크,매칭타겟명
54308456,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,소니코리아(주),신입/경력 (마케팅/영업/서비스관리/회계·세무) 채용,"마케팅기획, ,, 프로덕트마케팅, ,, 스포츠마케팅, ,, 온라인마케팅, ,, 마케팅전략, 외",서울전체,신입·경력,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54308456,소니코리아
54324143,마케팅,2026-07-19 15:46:59,2026-07-02,수정일,동아오츠카(주),동아오츠카 7월 수시채용 (경영전략 / 마케팅전략 / 품질보증),"마케팅전략, ,, 마케팅, ,, 총무, ,, 경영지원, ,, 통/번역, 외",서울 동대문구,신입·경력,대졸↑,,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54324143,동아오츠카
54427880,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,케이씨씨오토리움(주),[아우디 공식딜러사]각 부문채용(영업/서비스/계출/마케팅/인사),"온라인마케팅, ,, 마케팅, ,, 오프라인마케팅, ,, 디지털마케팅, ,, 콘텐츠마케팅, 외",서울 송파구,신입·경력,학력무관,정규직·인턴직,~08/09(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54427880,케이씨
54469814,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,(주)아모레퍼시픽,[경력] '26년 AMOREPACIFIC 채용_국내/글로벌 상품개발 마케팅,"마케팅전략, ,, 마케팅, ,, 브랜드마케팅, ,, 상품관리, ,, 상품분석, 외",서울전체,경력3년↑,대졸↑,정규직,~07/28(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469814,아모레퍼시픽
54352612,마케팅,2026-07-19 15:46:59,2026-07-02,등록일,(주)소노인터내셔널,[소노 스카이거너스 프로농구단] 스포츠마케팅 신입/경력 채용,"마케팅, ,, 호텔, ,, 관광",경기 고양시 일산서구,신입·경력,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54352612,소노인터내셔널
54469578,마케팅,2026-07-19 15:46:59,2026-07-16,수정일,대덕전자(주),대덕전자 (PCB) 법무/마케팅(국내/글로벌) 인력 채용,"마케팅, ,, B2B마케팅, ,, 영업마케팅, ,, 영업관리, ,, 영업기획, 외",경기 안산시 단원구,신입·경력,대졸↑,정규직,~09/13(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469578,대덕전자
54445433,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,(주)카카오,카카오메이커스 서비스 마케팅_어시스턴트,"마케팅기획, ,, SNS마케팅, ,, 마케팅전략, ,, 마케팅, ,, 콘텐츠마케팅, 외",경기 성남시 분당구,경력무관,학력무관,인턴직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54445433,카카오
54429889,마케팅,2026-07-19 15:46:59,2026-07-13,수정일,한국콜마(주),"26년 7월 한국콜마 경력사원채용(화장품연구, 마케팅, 납기관리)","납기관리, ,, 화공",세종특별자치시,경력3년↑,대졸↑,정규직,~07/26(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54429889,한국콜마
54353412,마케팅,2026-07-19 15:46:59,2026-07-14,수정일,쿠팡(주),[쿠팡이츠] 프로모션 캠페인 마케팅 지원 (계약직/재택병행),"퍼포먼스마케팅, ,, 마케팅, ,, 디지털마케팅, ,, 광고캠페인, ,, 시장조사, 외",서울 강남구,신입,대졸↑,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54353412,쿠팡
54485587,마케팅,2026-07-19 15:46:59,2026-07-19,수정일,쿠팡(주),[쿠팡] 마케팅 오퍼레이션 담당자 (경력 3년 이상),"CRM마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 강남구,경력 3~7년,대졸↑,정규직,~08/14(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54485587,쿠팡
54242277,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,삼진식품(주),[삼진어묵] 디지털마케팅 경력사원 채용,"프로덕트마케팅, ,, CRM마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 송파구,경력 2~6년,대졸↑,정규직,~07/22(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54242277,삼진식품
54416221,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,(주)에이피알,[마케팅] 포맨트 온라인 마케팅 경력사원 모집,"SNS마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 콘텐츠마케팅, 외",서울 송파구,경력 2~5년,대졸↑,정규직,~08/08(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54416221,에이피알
54464349,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,(주)에스제이그룹,캉골 키즈 마케팅 인턴 채용,"온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 디지털마케팅, ,, 콘텐츠마케팅, 외",서울전체,신입,대졸↑,인턴직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54464349,에스제이그룹
54429254,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,(주)삼성글로벌리서치,경력사원 채용(출판마케팅 및 출판기획),"마케팅기획, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, ,, 오프라인마케팅, 외",서울 서초구,경력4년↑,학력무관,정규직,~07/22(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54429254,삼성글로벌리서치
54450636,마케팅,2026-07-19 15:46:59,2026-07-13,등록일,씨제이푸드빌(주),"[CJ푸드빌] N서울타워,제일제면소 브랜드 마케팅 담당자","마케팅, ,, 브랜드마케팅, ,, 음식료, ,, 식품·푸드, ,, 제과제빵점",서울 중구,경력 5~10년,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54450636,씨제이
54393115,마케팅,2026-07-19 15:46:59,2026-07-07,수정일,(주)에스제이그룹,RAINS 마케팅 담당자 채용,"마케팅기획, ,, SNS마케팅, ,, 프로덕트마케팅, ,, CRM마케팅, ,, 온라인마케팅, 외",서울 강남구,경력8년↑,대졸↑,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54393115,에스제이그룹
54456311,마케팅,2026-07-19 15:46:59,2026-07-14,수정일,(주)마녀공장,[국내마케팅팀] 국내 인플루언서 마케팅 인턴,"콘텐츠마케팅, ,, 인플루언서마케팅, ,, 콘텐츠기획, ,, 콘텐츠에디터, ,, 인플루언서, 외",서울 강남구,경력무관,학력무관,인턴직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54456311,마녀공장
54393692,마케팅,2026-07-19 15:46:59,2026-07-08,수정일,(주)지엔코,"[Thursday Island] 홍보, 마케팅 팀장급 채용","마케팅기획, ,, 프로덕트마케팅, ,, 온라인마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 송파구,경력10년↑,초대졸↑,정규직,~07/21(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54393692,지엔코
54157926,마케팅,2026-07-19 15:46:59,2026-07-13,수정일,(주)대현,(주)대현 모조 마케팅 담당(대리~과장급) 경력직 채용,"마케팅, ,, 여성의류",서울 강남구,경력3년↑,대졸↑,계약직,~08/11(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54157926,대현
54386800,마케팅,2026-07-19 15:46:59,2026-07-06,등록일,(주)씨제이메조미디어,[CJ 그룹-CJ 메조미디어] SA 광고마케팅(검색광고) AE,"온라인마케팅, ,, 디지털마케팅, ,, 미디어플래너, ,, 광고영업",서울 중구,경력 3~12년,대졸↑,정규직,~08/05(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54386800,씨제이
54364381,마케팅,2026-07-19 15:46:59,2026-07-03,등록일,(주)인디에프,글로벌세아그룹(주)인디에프 광고홍보팀 마케팅 경력 채용,"마케팅기획, ,, 온라인마케팅, ,, 오프라인마케팅, ,, 인플루언서마케팅, ,, 브랜드마케팅, 외",서울 강남구,경력 5~13년,대졸↑,정규직,~08/02(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54364381,인디에프
54459938,마케팅,2026-07-19 15:46:59,2026-07-14,수정일,(주)젝시믹스,젝시믹스 퍼포먼스 마케터,"마케팅, ,, 여성의류",서울 성동구,경력5년↑,초대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54459938,젝시믹스
54405173,마케팅,2026-07-19 15:46:59,2026-07-08,수정일,폰드그룹(주),[폰드그룹] D커머스영업팀 온라인 마케터 채용,"온라인마케팅, ,, 마케팅, ,, 온라인영업, ,, 기획, ,, SNS, 외",서울 영등포구,경력무관,학력무관,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54405173,폰드그룹
54271487,마케팅,2026-07-19 15:46:59,2026-07-01,수정일,(주)데이원컴퍼니,[콜로소][경력] 퍼포먼스 마케터,"퍼포먼스마케팅, ,, 직업전문학교",서울 강남구,경력1년↓,학력무관,정규직,~07/24(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54271487,데이원컴퍼니
54253006,마케팅,2026-07-19 15:46:59,2026-06-23,수정일,(주)아이스크림미디어,[아이스크림미디어] 교육쇼핑몰 마케팅 담당자 채용 (계약직),"SNS마케팅, ,, 마케팅, ,, 광고마케팅, ,, 바이럴마케팅, ,, 광고기획, 외",경기 성남시 분당구,신입,대졸↑,,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54253006,아이스크림미디어
54382963,마케팅,2026-07-19 15:46:59,2026-07-06,등록일,(주)모다이노칩,모다아울렛 본부 마케팅팀 사원 채용,"영업마케팅, ,, 영업기획, ,, 영업전략, ,, 매출관리, ,, 쇼핑몰",경기 성남시 수정구,신입·경력,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54382963,모다이노칩
54451955,마케팅,2026-07-19 15:46:59,2026-07-13,수정일,(주)데이원컴퍼니,[패스트캠퍼스][경력] 신사업 디지털 마케터,"디지털마케팅, ,, 콘텐츠마케팅, ,, 브랜드마케팅, ,, 직업전문학교",서울 강남구,경력4년↑,학력무관,정규직,~08/12(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54451955,데이원컴퍼니
54268365,마케팅,2026-07-19 15:46:59,2026-06-24,등록일,카페24(주),[마케팅센터] 온라인광고 컨설팅 담당자(AE) 모집,"SNS마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅, ,, IMC, 외",서울 동작구,경력 1~3년,학력무관,정규직,~07/24(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54268365,카페24
54452449,마케팅,2026-07-19 15:46:59,2026-07-14,수정일,(주)하이브,[HYBE IPX] CX/IP 마케팅 기획,"마케팅, ,, 엔터테인먼트",서울 용산구,경력3년↑,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54452449,하이브
54469464,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,네이버제트(주),8월 전분야 체험형 인턴-2차(콘텐츠 마케팅),"콘텐츠마케팅, ,, 콘텐츠기획, ,, 시장조사, ,, 자료조사, ,, 자료조사, 외",경기 성남시 분당구,신입,학력무관,인턴직,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469464,네이버
54406162,마케팅,2026-07-19 15:46:59,2026-07-08,등록일,주식회사 청담글로벌,[코스닥상장사] (주)청담글로벌 글로벌 콘텐츠 마케터(인턴/3명),"SNS마케팅, ,, 마케팅전략, ,, 마케팅, ,, 글로벌마케팅, ,, 비즈니스마케팅, 외",서울 강남구,신입,초대졸↑,인턴직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54406162,청담글로벌
54422002,마케팅,2026-07-19 15:46:59,2026-07-09,등록일,(주)클래시스,[클래시스] 홈디바이스 마케팅 계약직(인턴) 채용,"블로그마케팅, ,, 마케팅기획, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, 외",서울 강남구,경력 1~5년,대졸↑,인턴직,~09/07(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54422002,클래시스
54304236,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,(주)헥토이노베이션,"채용(디자인,마케팅,B2B 영업)","마케팅기획, ,, 마케팅전략, ,, 마케팅, ,, 글로벌마케팅, ,, 디지털마케팅, 외",서울 강남구,신입·경력,학력무관,,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54304236,헥토이노베이션
54420008,마케팅,2026-07-19 15:46:59,2026-07-13,수정일,(주)한샘,㈜한샘(본사) 홈퍼니싱 상품 마케팅,"블로그마케팅, ,, 마케팅기획, ,, 프로덕트마케팅, ,, 온라인마케팅, ,, 마케팅전략, 외",서울 마포구,경력 7~10년,대졸↑,정규직,~08/08(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54420008,한샘
54394692,마케팅,2026-07-19 15:46:59,2026-07-07,수정일,(주)아이스크림미디어,[킨더보드] 마케팅기획/운영(팀장급),"마케팅기획, ,, 프로덕트마케팅, ,, CRM마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, 외",경기 성남시 분당구,경력10년↑,학력무관,정규직,~08/06(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54394692,아이스크림미디어
54323460,마케팅,2026-07-19 15:46:59,2026-07-17,수정일,쿠팡(주),[쿠팡] 로켓그로스 콘텐츠 마케터 (계약직 / 전환가능),"마케팅, ,, 비즈니스마케팅, ,, 콘텐츠마케팅, ,, B2B마케팅, ,, 브랜드마케팅, 외",서울 광진구,경력1년↑,대졸↑,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54323460,쿠팡
54417383,마케팅,2026-07-19 15:46:59,2026-07-09,수정일,(주)케이티지니뮤직,[kt GENIE MUSIC] 26년 경력 채용 (디지털 마케터 / 기간 연장),"마케팅기획, ,, 퍼포먼스마케팅, ,, 마케팅전략, ,, 마케팅, ,, 마케팅기획, 외",서울 강남구,경력3년↑,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54417383,케이티
54487930,마케팅,2026-07-19 15:46:59,2026-07-16,등록일,(주)디아이비즈,[육아휴직 대체 계약직] 마케팅 채용,"마케팅, ,, 가구·침구·소품",서울 강남구,경력2년↑,초대졸↑,,~08/16(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54487930,디아이
54350006,마케팅,2026-07-19 15:46:59,2026-07-02,등록일,(주)무신사,[MUSINSA] On-Site Marketing Assistant (계약직),"마케팅기획, ,, 온라인마케팅, ,, 마케팅, ,, 소프트웨어개발",서울 성동구,경력 1~4년,학력무관,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54350006,무신사
54143344,마케팅,2026-07-19 15:46:59,2026-07-02,수정일,삼양식품(주),[삼양식품] 건강기능식품(Spindle) 디지털 마케팅 담당 (계약직),"마케팅전략, ,, 디지털마케팅, ,, 브랜드마케팅, ,, 마케팅기획, ,, PMO, 외",서울 중구,경력2년↑,대졸↑,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54143344,삼양식품
54403019,마케팅,2026-07-19 15:46:59,2026-07-08,수정일,현대약품(주),[현대약품] 화장품 글로벌 마케팅,"온라인마케팅, ,, 마케팅전략, ,, 글로벌마케팅, ,, 디지털마케팅, ,, 콘텐츠마케팅, 외",서울 강남구,경력5년↑,대졸↑,정규직,~08/09(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54403019,현대약품
54481662,마케팅,2026-07-19 15:46:59,2026-07-16,수정일,(주)클래시스,[클래시스] 홈디바이스 마케팅 경력직 채용,"마케팅기획, ,, SNS마케팅, ,, 온라인마케팅, ,, 글로벌마케팅, ,, 오프라인마케팅, 외",서울 강남구,경력 3~10년,대졸↑,정규직,~09/14(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54481662,클래시스
54489708,마케팅,2026-07-19 15:46:59,2026-07-16,등록일,도이치모터스(주),[BMW도이치모터스㈜] 본사 마케팅팀 정규직 채용,"온라인마케팅, ,, 마케팅전략, ,, 광고마케팅, ,, 마케팅기획, ,, 이벤트프로모션, 외",서울 성동구,경력1년↑,대졸↑,정규직,~08/15(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54489708,도이치모터스
54366256,마케팅,2026-07-19 15:46:59,2026-07-03,수정일,(주)드림어스컴퍼니,브랜드 마케팅 담당자,"브랜드마케팅, ,, 투자전략, ,, 인터넷음악",서울 강남구,경력 3~5년,학력무관,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54366256,드림어스컴퍼니
54109168,마케팅,2026-07-19 15:46:59,2026-07-07,수정일,(주)데이원컴퍼니,[가벼운 학습지] 시니어 콘텐츠 마케터,"콘텐츠마케팅, ,, 인터넷교육",서울 강남구,경력3년↑,학력무관,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54109168,데이원컴퍼니
54121471,마케팅,2026-07-19 15:46:59,2026-07-06,수정일,(주)대웅제약,[대웅] 건기식(TM팀) 쿠팡/오프라인 마케팅 경력직,"마케팅, ,, 제약/바이오, ,, 바이오",서울 강남구,경력5년↑,대졸↑,정규직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54121471,대웅제약
54456324,마케팅,2026-07-19 15:46:59,2026-07-14,수정일,(주)마녀공장,"[글로벌 마케팅팀]글로벌(미국,중국)인플루언서 SNS 마케팅 인턴","SNS마케팅, ,, 글로벌마케팅, ,, 인플루언서마케팅, ,, SNS, ,, 인플루언서, 외",서울 강남구,경력무관,학력무관,인턴직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54456324,마녀공장
54226320,마케팅,2026-07-19 15:46:59,2026-06-19,등록일,(주)디알젬,(주)디알젬 해외마케팅 경력사원 모집,"마케팅기획, ,, 프로덕트마케팅, ,, 마케팅전략, ,, 글로벌마케팅, ,, 비즈니스마케팅, 외",경기 광명시,경력 3~5년,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54226320,디알젬
54432320,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,동아제약(주),[동아제약] 글로벌사업팀 글로벌마케팅 경력직 채용,"마케팅, ,, 글로벌마케팅, ,, 디지털마케팅, ,, 의약·제약",서울 동대문구,경력 3~14년,대졸↑,정규직,내일마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54432320,동아제약
54481890,마케팅,2026-07-19 15:46:59,2026-07-16,수정일,(주)클래시스,[클래시스] 홈디바이스 마케팅팀장 채용,"마케팅기획, ,, SNS마케팅, ,, 온라인마케팅, ,, 글로벌마케팅, ,, 오프라인마케팅, 외",서울 강남구,경력 10~17년,대졸↑,정규직,~09/14(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54481890,클래시스
53877210,마케팅,2026-07-19 15:46:59,2026-07-10,수정일,(주)카카오,카카오프렌즈샵 온라인 마케팅_어시스턴트,"마케팅기획, ,, 마케팅전략, ,, 마케팅, ,, 마케팅기획, ,, 콘텐츠기획, 외",경기 성남시 분당구,경력무관,학력무관,인턴직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=53877210,카카오
52844671,마케팅,2026-07-19 15:46:59,2026-07-13,수정일,(주)카카오,콘텐츠 마케팅_어시스턴트,"마케팅기획, ,, 마케팅전략, ,, 마케팅, ,, 콘텐츠마케팅, ,, 마케팅기획, 외",경기 성남시 분당구,경력무관,학력무관,인턴직,~07/31(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=52844671,카카오
54392573,마케팅,2026-07-19 15:46:59,2026-07-07,등록일,메가스터디(주),메가스터디(주)- 출판사업본부 마케팅 담당자 채용,"블로그마케팅, ,, SNS마케팅, ,, 프로덕트마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, 외",서울 서초구,경력 5~8년,대졸↑,정규직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54392573,메가스터디
54244265,마케팅,2026-07-19 15:46:59,2026-06-22,수정일,(주)실리콘투,[실리콘투] 글로벌 리테일 마케터 채용,"마케팅기획, ,, 브랜드마케팅, ,, 리테일MD, ,, 유통업",경기 성남시 분당구,경력1년↑,대졸↑,정규직,상시채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54244265,실리콘투
54409845,마케팅,2026-07-19 15:46:59,2026-07-08,등록일,신일제약(주),신일제약(주) OTC 마케팅 신입 및 경력 채용,"마케팅기획, ,, 마케팅전략, ,, 마케팅, ,, 영업마케팅, ,, 마케팅기획, 외",서울 동대문구,경력무관,대졸↑,정규직,~08/07(금),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54409845,신일제약
54347501,마케팅,2026-07-19 15:46:59,2026-07-02,등록일,(주)달바글로벌,달바글로벌[d'Alba Global] 유럽 브랜드 마케팅 인턴 채용,"마케팅기획, ,, SNS마케팅, ,, 콘텐츠마케팅, ,, 인플루언서마케팅, ,, 브랜드마케팅, 외",서울 마포구,경력무관,초대졸↑,,~08/31(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54347501,달바글로벌
54469481,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,네이버제트(주),8월 전분야 체험형 인턴-2차(브라질 콘텐츠 운영/마케팅),"콘텐츠마케팅, ,, 바이럴마케팅, ,, 콘텐츠기획, ,, 콘텐츠에디터, ,, 트렌드분석, 외",경기 성남시 분당구,신입,학력무관,인턴직,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54469481,네이버
54192013,마케팅,2026-07-19 15:46:59,2026-07-01,수정일,(주)아이패밀리에스씨,[일본팀] 일본 마케팅 담당자 (인턴),"마케팅, ,, SNS, ,, 인플루언서, ,, 뷰티",서울 송파구,신입,학력무관,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54192013,아이패밀리에스씨
54228051,마케팅,2026-07-19 15:46:59,2026-07-03,수정일,(주)에뛰드,'26년 ETUDE 부문별 경력채용,"마케팅기획, ,, 프로덕트마케팅, ,, 온라인마케팅, ,, 퍼포먼스마케팅, ,, 마케팅전략, 외",서울전체,경력,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54228051,에뛰드
54476262,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,(주)클래시스,[클래시스] 국내마케팅 팀장 채용,"마케팅기획, ,, SNS마케팅, ,, 마케팅전략, ,, 마케팅, ,, B2B마케팅, 외",서울 강남구,경력10년↑,대졸↑,정규직,~09/13(일),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54476262,클래시스
54386122,마케팅,2026-07-19 15:46:59,2026-07-06,등록일,(주)씨제이메조미디어,[CJ 그룹-CJ 메조미디어] 크로스미디어사업 광고영업/운영,"온라인마케팅, ,, 디지털마케팅, ,, 제휴마케팅, ,, AE(광고기획자), ,, 광고캠페인, 외",서울 중구,경력 3~12년,대졸↑,정규직,~08/05(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54386122,씨제이
54230513,마케팅,2026-07-19 15:46:59,2026-06-19,수정일,(주)달바글로벌,달바글로벌[d'Alba Global] 일본 마케팅 인턴 채용,"글로벌마케팅, ,, 바이럴마케팅, ,, 매체관리, ,, 뷰티",서울 마포구,경력무관,학력무관,,~08/18(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54230513,달바글로벌
54421121,마케팅,2026-07-19 15:46:59,2026-07-09,등록일,(주)소노인터내셔널,[소노인터내셔널] 레저마케팅 팀장급 채용,"스포츠마케팅, ,, 마케팅, ,, 관광",서울 강서구,경력7년↑,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54421121,소노인터내셔널
54489941,마케팅,2026-07-19 15:46:59,2026-07-16,등록일,(주)달바글로벌,"달바글로벌[d'Alba Global] 유럽(독일, 스페인) 브랜드 마케팅","마케팅기획, ,, SNS마케팅, ,, 콘텐츠마케팅, ,, 인플루언서마케팅, ,, 브랜드마케팅, 외",서울 마포구,경력1년↑,초대졸↑,계약직,~09/14(월),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54489941,달바글로벌
54377366,마케팅,2026-07-19 15:46:59,2026-07-07,수정일,롯데쇼핑(주)e커머스사업본부,DA 광고 사업 기획,"광고마케팅, ,, 광고기획, ,, AE(광고기획자), ,, 광고캠페인, ,, 옥외광고, 외",서울 강남구,경력 7~15년,대졸↑,정규직,~08/04(화),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54377366,롯데쇼핑
54351817,마케팅,2026-07-19 15:46:59,2026-07-02,등록일,(주)잇츠한불,뷰티 이커머스 마케팅 경력사원(8년 이상) 모집,"퍼포먼스마케팅, ,, 영업마케팅, ,, 광고기획, ,, 화장품, ,, AE(광고기획자), 외",서울 강남구,경력8년↑,대졸↑,정규직,~08/01(토),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54351817,잇츠한불
54443891,마케팅,2026-07-19 15:46:59,2026-07-15,수정일,크림(주),[KREAM] 오프라인 AMD 체험형 인턴 모집,"마케팅기획, ,, 마케팅전략, ,, 마케팅, ,, 마케팅기획, ,, 팝업스토어관리, 외",경기 성남시 분당구,신입,학력무관,인턴직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54443891,크림
54346074,마케팅,2026-07-19 15:46:59,2026-07-02,등록일,바디텍메드(주),마케팅 담당 채용,"마케팅, ,, 제조업 회사본사",서울 송파구,경력무관,대졸↑,계약직,채용시,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54346074,바디텍메드
54420815,마케팅,2026-07-19 15:46:59,2026-07-09,등록일,부광약품㈜,[부광약품] 클리닉마케팅 경력 PM 채용,"마케팅, ,, 의약·제약",서울 동작구,경력2년↑,대졸↑,정규직,오늘마감,https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54420815,부광약품
54459325,마케팅,2026-07-19 15:46:59,2026-07-14,등록일,(주)씨제이메조미디어,[CJ 그룹-CJ 메조미디어] 디지털광고 미디어플래너,"온라인마케팅, ,, 디지털마케팅, ,, 미디어플래너, ,, 광고영업",서울 중구,경력 3~7년,대졸↑,정규직,~08/13(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54459325,씨제이
54452322,마케팅,2026-07-19 15:46:59,2026-07-13,등록일,(주)케이티나스미디어,[KT그룹사-케이티나스미디어] 옥외매체 관리 및 운영,"광고영업, ,, 옥외광고, ,, 광고대행사",서울 강남구,신입·경력,대졸↑,정규직,~08/12(수),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54452322,케이티
54259803,마케팅,2026-07-19 15:46:59,2026-06-23,등록일,(주)코렌텍,[코렌텍] 전략마케팅팀 Sr. PM(Product Manager),"마케팅기획, ,, 마케팅전략, ,, 마케팅기획, ,, 바이오",서울 서초구,신입·경력,대졸↑,정규직,~07/23(목),https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54259803,코렌텍
